站名,座標,緯度,經度
藍埔活動中心,24.99668+121.11674,24.99668,121.11674
金華路口,24.99983+121.12222,24.99983,121.12222
大堀活動中心,25.00346+121.12683,25.00346,121.12683
健行科技大學,24.94863+121.22908,24.94863,121.22908
和平路1441巷,24.96971+121.3234,24.96971,121.3234
和平路991巷,24.96176+121.32063,24.96176,121.32063
和平路825巷,24.95841+121.31873,24.95841,121.31873
和平路772巷,24.95736+121.31752,24.95736,121.31752
松柏林,24.93642+121.30255,24.93642,121.30255
大興路685巷,24.939+121.30154,24.939,121.30154
大興社區,24.94406+121.30162,24.94406,121.30162
榮興路口,24.94679+121.30227,24.94679,121.30227
榮興路533巷,24.94497+121.30817,24.94497,121.30817
福祿貝爾社區,24.94256+121.30614,24.94256,121.30614
八德安養中心,24.93837+121.3054,24.93837,121.3054
八德生態公園,24.94096+121.31141,24.94096,121.31141
興豐中油站,24.94543+121.31598,24.94543,121.31598
建安街,24.95067+121.31969,24.95067,121.31969
世裕修車廠,24.95059+121.32194,24.95059,121.32194
八德幼兒園,24.95385+121.32632,24.95385,121.32632
後庄街,24.95648+121.32572,24.95648,121.32572
後庄街26巷,24.95677+121.32371,24.95677,121.32371
富榮街,24.95782+121.32026,24.95782,121.32026
惠爾得,24.95794+121.30778,24.95794,121.30778
大千公園,24.96223+121.30386,24.96223,121.30386
大福街口,24.96894+121.29955,24.96894,121.29955
大福街福德宮,24.97209+121.29988,24.97209,121.29988
大福街53巷,24.97408+121.30014,24.97408,121.30014
Love7大樓,24.9746+121.29848,24.9746,121.29848
桃德路安福宮,24.96971+121.29556,24.96971,121.29556
桃德路99巷,24.9678+121.29464,24.9678,121.29464
桃德路49巷,24.96664+121.2946,24.96664,121.2946
八德區綜合活動中心,24.96312+121.29656,24.96312,121.29656
八德安養院,24.93851+121.30543,24.93851,121.30543
廣福路1357巷,24.95401+121.27126,24.95401,121.27126
金城街,24.93616+121.26242,24.93616,121.26242
富華街三林段176巷口,24.84291+121.22592,24.84291,121.22592
富華街三林段395巷口,24.83831+121.22701,24.83831,121.22701
富華街三林段491巷口,24.83626+121.22835,24.83626,121.22835
富華街三林段636巷口,24.83347+121.2302,24.83347,121.2302
富華街三林段777號,24.83071+121.23199,24.83071,121.23199
三角林街800-30號,24.82772+121.23018,24.82772,121.23018
石門水庫教會,24.83338+121.23902,24.83338,121.23902
民生路141巷口,24.84751+121.22741,24.84751,121.22741
民生路200號,24.84675+121.22588,24.84675,121.22588
僑興新村,24.92541+121.29314,24.92541,121.29314
福德一路401巷,24.96199+121.32552,24.96199,121.32552
福德一路309號,24.96524+121.32755,24.96524,121.32755
大明公園,24.96886+121.32743,24.96886,121.32743
興隆街口,24.96974+121.32857,24.96974,121.32857
三元市場,24.97181+121.3263,24.97181,121.3263
廣行宮,24.97084+121.32077,24.97084,121.32077
仁和街口,24.96891+121.3216,24.96891,121.3216
新農三民北路,24.91253+121.17014,24.91253,121.17014
頭重溪公園,24.91219+121.1721,24.91219,121.1721
員本里活動中心,24.93864+121.10579,24.93864,121.10579
新富一街,24.93403+121.09199,24.93403,121.09199
慈惠三街,24.96249+121.22548,24.96249,121.22548
明天宮,24.94784+121.0874,24.94784,121.0874
民有路二段,24.94785+121.09335,24.94785,121.09335
台大錦鯉場,24.9488+121.10207,24.9488,121.10207
民安路196巷,24.92302+121.10296,24.92302,121.10296
上湖派出所,24.91287+121.09446,24.91287,121.09446
楊湖天下,24.91226+121.07862,24.91226,121.07862
啟智訓練中心,24.92615+121.06683,24.92615,121.06683
龍文街口,24.93168+121.25501,24.93168,121.25501
石碑,24.92933+121.06401,24.92933,121.06401
梅花新村,24.93163+121.0754,24.93163,121.0754
大井頭(福德宮),24.93611+121.08251,24.93611,121.08251
舊惠普工廠,24.91312+121.12646,24.91312,121.12646
大平街233巷,24.91027+121.14059,24.91027,121.14059
楊心國小,24.91183+121.14256,24.91183,121.14256
八方園餐廳,24.89482+121.14768,24.89482,121.14768
行政園區,24.89726+121.14968,24.89726,121.14968
中山南路1,24.90734+121.13737,24.90734,121.13737
興達大鎮,24.89581+121.10384,24.89581,121.10384
楊梅大鎮,24.90384+121.10664,24.90384,121.10664
薪家坡社區,24.91003+121.11857,24.91003,121.11857
興國市場,24.96269+121.21952,24.96269,121.21952
歐洲山莊,24.91244+121.12363,24.91244,121.12363
老莊路739巷,24.88353+121.1641,24.88353,121.1641
陽森山莊,24.88794+121.1604,24.88794,121.1604
大造加油站,24.93679+121.12471,24.93679,121.12471
雅典社區,24.89924+121.15777,24.89924,121.15777
台北新都,24.90106+121.15984,24.90106,121.15984
摩墅社區,24.90331+121.17131,24.90331,121.17131
登峰大廈,24.90177+121.17241,24.90177,121.17241
瑞獅大橋,24.89878+121.17643,24.89878,121.17643
瑞坪路2,24.9026+121.1776,24.9026,121.1776
瑞坪路18巷,24.90472+121.17703,24.90472,121.17703
瑞溪梅獅路口,24.90727+121.17596,24.90727,121.17596
瑞塘郵局,24.90961+121.17663,24.90961,121.17663
瑞塘國小,24.90828+121.17976,24.90828,121.17976
瑞溪路,24.90981+121.1825,24.90981,121.1825
歡喜莊,24.91399+121.18432,24.91399,121.18432
永平路,24.923+121.18542,24.923,121.18542
埔心後火車站,24.92003+121.18313,24.92003,121.18313
新江路218巷口,24.89324+121.14261,24.89324,121.14261
新江路155巷,24.89524+121.14183,24.89524,121.14183
秀才飲食店,24.89837+121.13988,24.89837,121.13988
大和社區站,24.92368+121.14558,24.92368,121.14558
高上高榮路,24.94107+121.15829,24.94107,121.15829
光明公園,24.96286+121.21751,24.96286,121.21751
高榮路,24.9443+121.15921,24.9443,121.15921
楊梅後站,24.91508+121.14577,24.91508,121.14577
雅聞觀光工廠,24.90735+121.14991,24.90735,121.14991
埔心牧場,24.92578+121.17573,24.92578,121.17573
郭元益觀光工廠,24.9282+121.16904,24.9282,121.16904
青年路1,24.9304+121.16687,24.9304,121.16687
青年路2,24.93309+121.16323,24.93309,121.16323
鵬程萬里社區,24.92684+121.14092,24.92684,121.14092
藝術社區,24.89322+121.18373,24.89322,121.18373
蘋果社區,24.9014+121.18167,24.9014,121.18167
瑞坪路口1,24.90489+121.17728,24.90489,121.17728
瑞坪路口2,24.90257+121.17736,24.90257,121.17736
儷府國宅,24.90332+121.17627,24.90332,121.17627
三民路43巷口,24.9072+121.17319,24.9072,121.17319
福德街114巷,24.9174+121.18659,24.9174,121.18659
埔心區福德宮,24.91974+121.18551,24.91974,121.18551
青山一街,24.92197+121.17493,24.92197,121.17493
比佛利社區,24.92134+121.17164,24.92134,121.17164
高獅里834巷,24.92301+121.16901,24.92301,121.16901
海山中街,25.10581+121.25843,25.10581,121.25843
中平宏昌一街口,24.99029+121.29193,24.99029,121.29193
松仁松信路口,24.96284+121.16651,24.96284,121.16651
上湖國小,24.90972+121.08524,24.90972,121.08524
上湖一路225巷口,24.90979+121.0957,24.90979,121.0957
金鑑堂,24.90758+121.09738,24.90758,121.09738
國際名邸社區(護國宮),24.97062+121.29005,24.97062,121.29005
民有一路1230號,24.94931+121.06264,24.94931,121.06264
新屋醫院,24.96942+121.10778,24.96942,121.10778
新屋高中,24.97057+121.10163,24.97057,121.10163
捷運泰山貴和站(新北大道),25.03201+121.42055,25.03201,121.42055
中山東中北路口,24.95501+121.23606,24.95501,121.23606
捷運丹鳳站,25.02885+121.42213,25.02885,121.42213
雙鳳富國路口,25.02579+121.41733,25.02579,121.41733
桃鶯路口,24.98589+121.31716,24.98589,121.31716
壽山路,25.0374+121.4095,25.0374,121.4095
經國轉運站(幸福路),25.02834+121.29979,25.02834,121.29979
厚生社區,25.05514+121.27853,25.05514,121.27853
中正北及蘆竹街口,25.05196+121.27574,25.05196,121.27574
香格里拉社區,25.04639+121.27628,25.04639,121.27628
光明國中,25.04456+121.28843,25.04456,121.28843
錦興國小,25.04653+121.29011,25.04653,121.29011
蘆竹中正北路口,25.05216+121.27549,25.05216,121.27549
福嶺福達路口,24.96942+121.1759,24.96942,121.1759
中壢高中,24.96243+121.21188,24.96243,121.21188
廣興路980巷,24.953+121.28376,24.953,121.28376
廣興活動中心,24.94673+121.28376,24.94673,121.28376
鐵橋腳,24.9529+121.35319,24.9529,121.35319
南鶯集會所,24.95401+121.35133,24.95401,121.35133
國慶街,24.95311+121.35104,24.95311,121.35104
大林寺,24.98462+121.3183,24.98462,121.3183
大林延平路口,24.98749+121.31363,24.98749,121.31363
天下社區,24.84388+121.211,24.84388,121.211
高楊路口,24.83754+121.20846,24.83754,121.20846
新生醫專,24.83233+121.2062,24.83233,121.2062
楊梅站,24.91354+121.14835,24.91354,121.14835
東電化,24.90782+121.15324,24.90782,121.15324
六房,24.93562+121.20085,24.93562,121.20085
龍潭大池,24.86235+121.20718,24.86235,121.20718
龍潭,24.865+121.21115,24.865,121.21115
大金山,24.90888+121.16015,24.90888,121.16015
圳頭牌,24.79472+121.18168,24.79472,121.18168
牛欄河,24.80142+121.18719,24.80142,121.18719
黃岡口,24.80648+121.19553,24.80648,121.19553
仁安,24.8122+121.19957,24.8122,121.19957
三民路口,24.96474+121.20412,24.96474,121.20412
水倉,24.81725+121.20186,24.81725,121.20186
高平,24.82379+121.20183,24.82379,121.20183
龍源,24.82819+121.20583,24.82819,121.20583
關西,24.79263+121.17663,24.79263,121.17663
中央大學,24.96827+121.20029,24.96827,121.20029
明德路,24.79272+121.17832,24.79272,121.17832
忠義路口,25.05752+121.35491,25.05752,121.35491
中湖,25.03517+121.35581,25.03517,121.35581
楓樹坑,25.02287+121.35163,25.02287,121.35163
卓厝,25.0185+121.34916,25.0185,121.34916
楓樹社區,25.00531+121.34315,25.00531,121.34315
光華坑,25.03181+121.35586,25.03181,121.35586
福嶺路一段176巷口,24.9746+121.17905,24.9746,121.17905
雙福路三段183巷口,24.96239+121.17778,24.96239,121.17778
大溪國中,24.88091+121.29475,24.88091,121.29475
龍安集會所,24.93123+121.25762,24.93123,121.25762
榮民南路一,24.95085+121.25696,24.95085,121.25696
內定國小,24.99337+121.25149,24.99337,121.25149
虎頭山環保公園,25.01183+121.32907,25.01183,121.32907
中油灌裝工場,25.034+121.33253,25.034,121.33253
龜山苗圃,25.039+121.34142,25.039,121.34142
國光發電廠,25.04063+121.34435,25.04063,121.34435
捷運林口站,25.06618+121.36116,25.06618,121.36116
龍安街14巷,24.98741+121.28179,24.98741,121.28179
新龍路450巷口,24.85651+121.20685,24.85651,121.20685
中大路口,24.96886+121.20255,24.96886,121.20255
歐萊德,24.84073+121.21081,24.84073,121.21081
慈濟靜思堂,24.93599+121.30444,24.93599,121.30444
中華神學院,24.9539+121.316,24.9539,121.316
中興中庸路口,24.90706+121.18894,24.90706,121.18894
東培公司,24.96958+121.29943,24.96958,121.29943
大地花園,24.97211+121.2999,24.97211,121.2999
建國東興隆路口,24.98612+121.3203,24.98612,121.3203
大坑社區,25.04625+121.31918,25.04625,121.31918
大坑派出所,25.04524+121.31487,25.04524,121.31487
南上路566巷口,25.04484+121.30975,25.04484,121.30975
南上路493巷口,25.04512+121.30679,25.04512,121.30679
三塊厝(魚市場),24.97335+121.19875,24.97335,121.19875
南上路441號,25.0451+121.30544,25.0451,121.30544
南上路350巷口,25.04574+121.30329,25.04574,121.30329
南上路250巷口,25.04633+121.30123,25.04633,121.30123
南上路41巷口,25.04784+121.2957,25.04784,121.2957
水頭埤,25.00995+121.27243,25.00995,121.27243
大崙,24.98924+121.17968,24.98924,121.17968
園科路口,25.05978+121.17041,25.05978,121.17041
成功路377巷,24.87924+121.22884,24.87924,121.22884
魏家祠堂,24.88577+121.21674,24.88577,121.21674
育樂路,24.87607+121.20979,24.87607,121.20979
竹圍福海宮,25.10487+121.24317,25.10487,121.24317
富岡休閒農場,24.94204+121.07134,24.94204,121.07134
蚵四號池,24.96405+121.03471,24.96405,121.03471
東福路三段,24.941+120.99425,24.941,120.99425
八德地政事務所,24.95669+121.30209,24.95669,121.30209
吉林仁愛路口,25.05103+121.29627,25.05103,121.29627
望間里活動中心,24.95115+121.05836,24.95115,121.05836
華夏飯店,25.06198+121.36407,25.06198,121.36407
中正公園(同安街),25.02255+121.29871,25.02255,121.29871
南平中埔六街口,25.01697+121.29559,25.01697,121.29559
長興一廣興二路口,24.93287+121.28258,24.93287,121.28258
月山路口,25.00539+121.17744,25.00539,121.17744
長興仁德路口,24.93575+121.28259,24.93575,121.28259
忠孝東橋,25.04591+121.2964,25.04591,121.2964
龍壽橋,25.0097+121.38203,25.0097,121.38203
蘆竹變電所,25.09791+121.26314,25.09791,121.26314
文化路元生二街口,24.97578+121.25281,24.97578,121.25281
甜蜜小貴族社區,24.84397+121.23927,24.84397,121.23927
呂祖聖殿,25.0122+121.2964,25.0122,121.2964
同德環保公園,25.0152+121.2951,25.0152,121.2951
A7捷運體育大學站,25.04116+121.38554,25.04116,121.38554
工三工業區,25.04554+121.38577,25.04554,121.38577
青昇路一段132巷口,25.0141+121.22598,25.0141,121.22598
大莊路口,25.00798+121.17293,25.00798,121.17293
大竹(南竹路五段),25.0249+121.25974,25.0249,121.25974
民光東福元街口,25.0075+121.3169,25.0075,121.3169
仁善一街口,24.90812+121.28602,24.90812,121.28602
大興上興路口,25.01887+121.25732,25.01887,121.25732
星光麗緻,25.01882+121.2594,25.01882,121.2594
君悅特區,25.0184+121.26064,25.0184,121.26064
禮御社區,25.01332+121.26214,25.01332,121.26214
中興龍安街口,25.01017+121.25715,25.01017,121.25715
大崗,25.04306+121.35443,25.04306,121.35443
上卓厝,25.02677+121.35385,25.02677,121.35385
楊梅,24.90685+121.14516,24.90685,121.14516
桃客龍潭新站,24.86679+121.21072,24.86679,121.21072
東地寮,25.01128+121.16908,25.01128,121.16908
捷運泰山貴和站(明志路),25.033+121.4209,25.033,121.4209
捷運泰山貴和站,25.03308+121.42192,25.03308,121.42192
愛勢,24.90448+121.04561,24.90448,121.04561
盲人重建院,25.03369+121.44062,25.03369,121.44062
營盤口,25.03085+121.4285,25.03085,121.4285
瓦窯橋,24.90691+121.13469,24.90691,121.13469
山東國小,25.01647+121.17263,25.01647,121.17263
未來城社區,25.0722+121.3645,25.0722,121.3645
文中路橋,24.99486+121.28271,24.99486,121.28271
金龍路190巷,24.89659+121.23118,24.89659,121.23118
長榮空運倉儲,25.09102+121.24823,25.09102,121.24823
大智公園路口,24.96437+121.29805,24.96437,121.29805
大興十四街口,25.02464+121.25237,25.02464,121.25237
本生橋,24.79003+121.27792,24.79003,121.27792
中山東路二段528巷,24.96508+121.14187,24.96508,121.14187
妙聖宮,25.04728+121.32133,25.04728,121.32133
大坑里12鄰,25.05049+121.32497,25.05049,121.32497
富順汽車,25.05277+121.32944,25.05277,121.32944
瑋銓工業,25.0548+121.33235,25.0548,121.33235
威天宮,25.05553+121.33573,25.05553,121.33573
月眉社區活動中心,25.01052+121.18382,25.01052,121.18382
張厝,25.0089+121.18945,25.0089,121.18945
崁頭厝,25.00817+121.19216,25.00817,121.19216
柑仔店,25.00711+121.19492,25.00711,121.19492
洽溪(八大丘),25.01199+121.20316,25.01199,121.20316
鶯歌火車站(文化路),24.95433+121.35575,24.95433,121.35575
青塘園,25.00718+121.20636,25.00718,121.20636
瑞士社區,25.00377+121.20865,25.00377,121.20865
芭里活動中心,24.99567+121.20399,24.99567,121.20399
斗門埤,24.99245+121.20562,24.99245,121.20562
水圳頭(快栽園),24.98404+121.20724,24.98404,121.20724
江厝(拖吊場),24.9769+121.21152,24.9769,121.21152
富貴新村,24.97052+121.2153,24.97052,121.2153
中壢社福館,24.96022+121.2275,24.96022,121.2275
桃園市立圖書館中壢分館,24.95843+121.2263,24.95843,121.2263
中央新生路口,24.95761+121.22266,24.95761,121.22266
仁美,24.94229+121.24998,24.94229,121.24998
中央公園,24.95649+121.22557,24.95649,121.22557
楊厝,25.06729+121.24269,25.06729,121.24269
中壢分局,24.95422+121.22218,24.95422,121.22218
中壢國中(中豐路),24.94953+121.21795,24.94953,121.21795
老街溪河川教育中心,24.95367+121.21868,24.95367,121.21868
第二公有市場,24.95633+121.21601,24.95633,121.21601
中壢地政,24.95914+121.21655,24.95914,121.21655
中壢觀光夜市,24.96149+121.21702,24.96149,121.21702
SOGO百貨(元化路),24.96238+121.22245,24.96238,121.22245
新生路福德宮,24.96877+121.22378,24.96877,121.22378
南園二路,24.97154+121.22667,24.97154,121.22667
曦園社區,24.97215+121.23447,24.97215,121.23447
忠福國小,24.97706+121.2345,24.97706,121.2345
新成大平街口(大楊梅鵝莊),24.91082+121.14677,24.91082,121.14677
新成楊新路口(三民理髮),24.91299+121.14689,24.91299,121.14689
青昇宮(青埔王公廟),25.01447+121.2221,25.01447,121.2221
青昇一街口,25.01551+121.22027,25.01551,121.22027
青埔高鐵站,25.0121+121.2152,25.0121,121.2152
青埔國小,25.0068+121.21363,25.0068,121.21363
廣天寺,25.00326+121.21419,25.00326,121.21419
同心公園,25.00488+121.219,25.00488,121.219
青埔五街口,25.00582+121.22308,25.00582,121.22308
M+社區,25.00652+121.22085,25.00652,121.22085
高鐵站前公園,25.00905+121.21895,25.00905,121.21895
中壢工業區,24.96729+121.2452,24.96729,121.2452
新貴里,24.9326+121.21455,24.9326,121.21455
蕭厝,24.98488+121.25435,24.98488,121.25435
內定新城,24.99192+121.25407,24.99192,121.25407
林厝,25.06971+121.24561,25.06971,121.24561
國瑞汽車,24.99318+121.24567,24.99318,121.24567
春茂公司,25.03095+121.27383,25.03095,121.27383
浮景,25.03222+121.27223,25.03222,121.27223
蘆竹農會,25.03483+121.27091,25.03483,121.27091
宏友公司,25.0375+121.26915,25.0375,121.26915
四角埤,25.03961+121.26833,25.03961,121.26833
埔頂橋,24.9561+121.2303,24.9561,121.2303
龍潭科學園區一,24.88037+121.1873,24.88037,121.1873
國際美語村,24.87675+121.19098,24.87675,121.19098
梅龍路,24.8748+121.19545,24.8748,121.19545
梅花莊,24.87331+121.19799,24.87331,121.19799
八德集會所,24.87324+121.20174,24.87324,121.20174
凌雲崗,24.87164+121.2034,24.87164,121.2034
大湳,24.95903+121.29949,24.95903,121.29949
南龍潭,24.86744+121.20705,24.86744,121.20705
信義路口,24.86562+121.21013,24.86562,121.21013
新明國中(民族路),24.95619+121.21278,24.95619,121.21278
中豐路中山段,24.86728+121.21118,24.86728,121.21118
歐鄉社區,24.87073+121.2159,24.87073,121.2159
新竹客運楊梅站,24.91298+121.14864,24.91298,121.14864
新興土地公廟,25.01878+121.2635,25.01878,121.2635
楊新北路93巷口,24.91268+121.15128,24.91268,121.15128
大竹大福街口,25.02232+121.26123,25.02232,121.26123
大福路150巷,25.02068+121.25728,25.02068,121.25728
大興七街口,25.01676+121.25748,25.01676,121.25748
宜城國玥,25.01435+121.25986,25.01435,121.25986
中興一街口,25.01551+121.26485,25.01551,121.26485
大竹大福路口,25.02236+121.26131,25.02236,121.26131
怡仁醫院,24.91595+121.15535,24.91595,121.15535
長庚養生村A棟,25.01657+121.36711,25.01657,121.36711
長庚養生村C棟,25.01953+121.37087,25.01953,121.37087
鄒家站,24.97344+121.214,24.97344,121.214
新農街378巷,24.91165+121.15677,24.91165,121.15677
大窩路口,24.83996+121.33438,24.83996,121.33438
分水崙,24.84499+121.33318,24.84499,121.33318
水分,24.84856+121.33439,24.84856,121.33439
花草林,24.85093+121.33825,24.85093,121.33825
十三份,24.85398+121.34379,24.85398,121.34379
五峰橋,24.85162+121.34731,24.85162,121.34731
張家站,24.85017+121.34872,24.85017,121.34872
向天坡,24.85172+121.35184,24.85172,121.35184
三申機械,24.94155+121.06689,24.94155,121.06689
民有二路一段801巷,24.95731+121.04236,24.95731,121.04236
麗景花園,24.9127+121.16042,24.9127,121.16042
李厝3,24.97936+121.02697,24.97936,121.02697
永和一,24.98851+121.02579,24.98851,121.02579
圓堡社區一,25.00118+121.36361,25.00118,121.36361
凱悅假期,24.91296+121.16234,24.91296,121.16234
蘭亭集序社區,24.99833+121.10363,24.99833,121.10363
新富路福德祠,24.96963+121.14485,24.96963,121.14485
新街尾,24.88401+121.28931,24.88401,121.28931
光明路,24.86114+121.21943,24.86114,121.21943
龍潭國中,24.85628+121.21766,24.85628,121.21766
三元街口,24.91312+121.16752,24.91312,121.16752
哲學之道,24.96755+121.26795,24.96755,121.26795
元智二館,24.96919+121.26884,24.96919,121.26884
元智一館,24.97056+121.26597,24.97056,121.26597
元智三館,24.96922+121.26621,24.96922,121.26621
大興西正光路口,25.0061+121.29107,25.0061,121.29107
領航南文德路口,25.00058+121.20828,25.00058,121.20828
領航南公園路口,25.00298+121.2123,25.00298,121.2123
三層(打鐵寮古道),24.85896+121.29503,24.85896,121.29503
名人堂花園大飯店,24.84948+121.22968,24.84948,121.22968
高線收費站,24.81773+121.23966,24.81773,121.23966
桃園客運大溪總站,24.88114+121.28801,24.88114,121.28801
海湖底,25.09564+121.20475,25.09564,121.20475
油庫港,25.0978+121.20906,25.0978,121.20906
沙崙子二站,24.66883+121.35176,24.66883,121.35176
三元宮,24.9096+121.1702,24.9096,121.1702
福忠宮,25.08904+121.19954,25.08904,121.19954
動保園區,25.00504+121.02862,25.00504,121.02862
中豐新龍路口,24.85405+121.2038,24.85405,121.2038
桃園市政府消防局,24.99888+121.2973,24.99888,121.2973
建國路252巷,24.98504+121.30685,24.98504,121.30685
建新吉多街口,24.97988+121.31097,24.97988,121.31097
大灣店,24.97974+121.32059,24.97974,121.32059
桃園火車站(後站),24.98839+121.31438,24.98839,121.31438
龍泉龍壽街口,24.98321+121.26894,24.98321,121.26894
大展駕訓班,24.98352+121.27074,24.98352,121.27074
龍祥街90巷,24.98202+121.27111,24.98202,121.27111
慈慧慈惠堂,25.04649+121.3131,25.04649,121.3131
中山路1308巷,24.98534+121.27439,24.98534,121.27439
中福派出所,24.97086+121.2362,24.97086,121.2362
內壢國中(復興公園),24.97366+121.2481,24.97366,121.2481
中北東明街口,24.95299+121.22891,24.95299,121.22891
游泳路153巷3弄口,24.92743+121.23357,24.92743,121.23357
楊梅交流道(住商不動產),24.90828+121.16904,24.90828,121.16904
龍潭區衛生所,24.86435+121.21685,24.86435,121.21685
秀才郵局,24.90111+121.1408,24.90111,121.1408
大明駕訓班,24.90818+121.16626,24.90818,121.16626
水流東(越香飲食店),24.83344+121.33035,24.83344,121.33035
水流東路口,24.83619+121.33186,24.83619,121.33186
三叉路口,24.84374+121.34565,24.84374,121.34565
三民停車場,24.83138+121.33183,24.83138,121.33183
德豐街口,24.98217+121.31013,24.98217,121.31013
北區健保署(榮民南路),24.93732+121.25482,24.93732,121.25482
埔新路口,25.003+121.30467,25.003,121.30467
龍潭派出所,24.87028+121.21998,24.87028,121.21998
優霞雲,24.81597+121.38306,24.81597,121.38306
谷點,24.67636+121.39968,24.67636,121.39968
光明,24.69383+121.41667,24.69383,121.41667
文化二路八德路口,25.06587+121.36356,25.06587,121.36356
大昌健行路口,24.86606+121.22224,24.86606,121.22224
新永和市場,25.00216+121.31786,25.00216,121.31786
五福街,24.8653+121.219,24.8653,121.219
南天宮,24.86242+121.21222,24.86242,121.21222
金龍一街,24.85992+121.21198,24.85992,121.21198
金龍路112巷口,24.8563+121.2126,24.8563,121.2126
金龍路四,24.8541+121.21405,24.8541,121.21405
綠青庭社區,24.85107+121.21548,24.85107,121.21548
金龍路三,24.84826+121.21547,24.84826,121.21547
金龍路二,24.84658+121.21594,24.84658,121.21594
金龍路一,24.84445+121.21749,24.84445,121.21749
水仙社區,24.842+121.21566,24.842,121.21566
樹人金湖路口,25.04445+121.34928,25.04445,121.34928
聯明街口,24.96902+121.27636,24.96902,121.27636
民生路,24.84437+121.2213,24.84437,121.2213
山腳山林路口,25.08505+121.28757,25.08505,121.28757
民族松勤路口,24.95975+121.1638,24.95975,121.1638
龜山區農會,24.99279+121.33904,24.99279,121.33904
富華街口,24.84631+121.22413,24.84631,121.22413
富華街一,24.84835+121.22375,24.84835,121.22375
富華街二,24.85097+121.22139,24.85097,121.22139
富華街三,24.85316+121.21942,24.85316,121.21942
富台,24.93772+121.25356,24.93772,121.25356
富華街四,24.85428+121.21845,24.85428,121.21845
大同路一,24.85819+121.22005,24.85819,121.22005
大同路二,24.8608+121.22007,24.8608,121.22007
新龍路,24.86052+121.21691,24.86052,121.21691
龍潭國小,24.86384+121.21459,24.86384,121.21459
國際兒童村,24.95853+121.17162,24.95853,121.17162
過嶺加油站,24.95897+121.175,24.95897,121.175
南東路215巷口,24.9202+121.2167,24.9202,121.2167
桃園區公所,24.99462+121.3014,24.99462,121.3014
中山三民路口,24.99241+121.30535,24.99241,121.30535
南門市場,24.99077+121.30652,24.99077,121.30652
五股仔,25.07226+121.24861,25.07226,121.24861
漢中路口,24.98483+121.30387,24.98483,121.30387
南豐二街口,24.98307+121.30371,24.98307,121.30371
新泰中正路口,25.03676+121.4479,25.03676,121.4479
陽明高中,24.98208+121.30422,24.98208,121.30422
南豐三街,24.98177+121.30587,24.98177,121.30587
陽明公園,24.98108+121.30765,24.98108,121.30765
陽明一街口,24.98024+121.30934,24.98024,121.30934
三塊石,25.07419+121.25088,25.07419,121.25088
桃園婦女館,24.98102+121.31473,24.98102,121.31473
延平路口,24.97934+121.31454,24.97934,121.31454
建德國小,24.97751+121.31503,24.97751,121.31503
大樹派出所,24.97822+121.32091,24.97822,121.32091
榮華街64巷,24.97684+121.32163,24.97684,121.32163
榮華街63巷,24.9747+121.32082,24.9747,121.32082
樹仁三街,24.97457+121.32253,24.97457,121.32253
祥儀機器人夢工廠,24.9761+121.32331,24.9761,121.32331
百年富邑,24.98058+121.31815,24.98058,121.31815
延平公園,24.98039+121.31583,24.98039,121.31583
楊梅區公所,24.90753+121.14562,24.90753,121.14562
楊梅火車站,24.91331+121.1452,24.91331,121.1452
裕成橋,24.90474+121.16277,24.90474,121.16277
新梅八街,24.91541+121.1442,24.91541,121.1442
